Name,Ticker,GICS Level 1 Sector,GICS Level 2 Sector,Port. Weight,SedolChk,ISIN,NTM_PE,Est 3-5 Yr EPS Growth,ROE,Operating Margin,P/E using FY1 Est ( Incl. Negative Values ),Dividend Yield,Price to Book,Market Capitalization,Quarter Report Date Standard Deviation - Historical,Quarter Report Date - Historical,Quarter Mean Estimate - Historical,Latest Quarter Mean Estimate,Latest Quarter Actual EPS,PEG using FY1 Est,sed,RIC Code,Company Common Name,GICS Sector Name,GICS Industry Group Name,GICS Sub-Industry Name,Company Market Cap,Price Close,1-day Price PCT Change,2-day Price PCT Change,1 Week Total Return,1 Month Total Return,3 Month Total Return,6 Month Total Return,52 Week Total Return,YTD Total Return,"AVG(TR.Volume(SDate=0D,EDate=0D-29D))",Return On Equity - Mean,P/E (Daily Time Series Ratio),"TR.PRICECLOSE(SDate=0D,Curn=USD)/TR.EPSMEAN(Period=NTM,SDate=0D,Curn=USD)","TR.PRICECLOSE(SDate=0D,Curn=USD)/TR.EPSMEAN(Period=FY2022,SDate=0D,Curn=USD)","TR.PRICECLOSE(SDate=0D,Curn=USD)/TR.BVPSMEAN(Period=NTM,SDate=0D,Curn=USD)","TR.EPSMEAN(Period=NTM,SDate=0D,Curn=USD)/TR.EPSMEAN(Period=NTM,SDate=-60D,Curn=USD)-1","TR.EPSMEAN(Period=CY2022,SDate=0D,Curn=USD)/TR.EPSMEAN(Period=CY2022,SDate=-60D,Curn=USD)-1","TR.EPSMEAN(Period=FY2022,SDate=0D,Curn=USD)/TR.EPSMEAN(Period=FY2019,SDate=0D,Curn=USD)-1",Volatility - 100 days,Dividend yield,Short Interest %,"Relative Valuation P/E, NTM",Earnings Per Share - Mean,Business Description
Baxter International Inc.,BAX,Health Care,Health Care Equipment & Services,0.03,2085102,US0718131099,11.57,-1.1,-1.07,10.80,15.7,3.63,1.86,"14,615",0.00,11/08/2024,0.78,0.78,0.49,--,2085102,BAX.N,Baxter International Inc,Health Care,Health Care Equipment & Services,Health Care Equipment,14897186095.20,28.63,-1.95,-2.29,-1.88,-15.07,-24.22,-13.32,-23.83,-23.83,1451490.37,12.78,64.77,11.45,8.05,1.32,-0.19,0.00,0.04,26.33,2.38,2.57,11.43,2.50,"Baxter International Inc., through its subsidiaries, provides a portfolio of essential healthcare products. The Company’s Medical Products and Therapies segment includes sales of sterile IV solutions, infusion systems, administration sets, parenteral nutrition therapies and surgical hemostat, sealant and adhesion prevention products. Its Healthcare Systems and Technologies segment includes connected care solutions and collaboration tools, including smart bed systems, patient monitoring systems and diagnostic technologies, respiratory health devices and advanced equipment for the surgical space, including surgical video technologies and precision positioning devices. Its Pharmaceuticals segment includes specialty injectable pharmaceuticals, inhaled anesthesia and drug compounding. Its Kidney Care segment includes chronic and acute dialysis therapies and services, including peritoneal dialysis, hemodialysis, continuous renal replacement therapies (CRRT) and other organ support therapies."
"Domino's Pizza, Inc.",DPZ,Consumer Discretionary,Consumer Services,0.03,B01SD70,US25754A2015,23.87,7.2,--,18.33,25.2,1.36,--,"14,528",0.22,10/10/2024,3.64,3.64,4.19,3.49,B01SD70,DPZ.N,Domino's Pizza Inc,Consumer Discretionary,Consumer Services,Restaurants,14835628388.36,420.72,-2.07,-2.75,-1.36,-11.35,-1.86,-17.94,3.43,3.43,150313.70,-11.40,25.76,23.85,34.73,-3.75,0.01,0.00,0.29,23.97,1.44,6.64,23.87,17.64,"Domino’s Pizza, Inc. is a pizza company with a significant business in both delivery and carryout pizza. The Company operates through three segments: U.S. stores, international franchise, and supply chain. The U.S. stores segment is comprised primarily of its franchise operations, which consists of franchised stores located in the United States. The segment also operates a network of United States Company-owned stores. The international franchise segment primarily includes operations related to the Company’s franchising business in foreign markets. The supply chain segment primarily includes the distribution of food, equipment and supplies to stores from the Company’s supply chain center operations in the United States and Canada. Its Pinpoint Delivery, a technology that allows customers to receive a delivery nearly anywhere, including places like parks, baseball fields and beaches. It is a public restaurant brand with a global enterprise of more than 20,500 stores in over 90 markets."
"Align Technology, Inc.",ALGN,Health Care,Health Care Equipment & Services,0.03,2679204,US0162551016,20.13,5.6,12.31,17.00,22.1,--,3.92,"15,443",0.04,10/24/2024,2.31,2.31,2.35,3.96,2679204,ALGN.OQ,Align Technology Inc,Health Care,Health Care Equipment & Services,Health Care Supplies,15783896475.80,206.58,-2.29,-4.14,-0.48,-11.25,-18.77,-14.43,-24.61,-24.61,270382.63,16.76,35.21,20.11,29.37,3.47,-0.01,0.00,0.30,38.69,NULL,3.56,20.06,10.27,"Align Technology, Inc. is a global medical device company that designs, manufactures, and sells the Invisalign system of clear aligners, iTero intraoral scanners, and exocad computer-aided design and computer-aided manufacturing (CAD/CAM) software for digital orthodontics and restorative dentistry. The Company provides Align Digital Platform. Its segments include Clear Aligner, and Imaging Systems and CAD/CAM Services (Systems and Services). The Clear Aligner segment consists of comprehensive products, non-comprehensive products and non-case products. Its comprehensive products include Invisalign Comprehensive and Invisalign First. The Company's non-case products include retention products, Invisalign training and adjusting tools. It offers up to four sets of custom clear aligners called Vivera retainers. The Systems and Services segment consists of its iTero intraoral scanning systems. Its services include subscription software, disposables, rentals, leases and pay per scan services."
"Akamai Technologies, Inc.",AKAM,Information Technology,Software & Services,0.03,2507457,US00971T1016,14.40,6.1,12.23,18.56,15.1,--,3.00,"14,394",0.01,11/08/2024,1.59,1.59,1.59,2.48,2507457,AKAM.OQ,Akamai Technologies Inc,Information Technology,Software & Services,Internet Services & Infrastructure,14567510832.42,95.56,-1.45,-2.45,-1.08,1.64,-5.34,6.08,-19.26,-19.26,673658.73,18.06,28.31,14.04,18.14,2.64,0.00,0.00,0.20,36.10,NULL,6.26,14.00,6.81,"Akamai Technologies, Inc. is a cloud company that develops and provides solutions for global enterprises to build, deliver and secure their digital experiences on its distributed worldwide network. Akamai Connected Cloud, the Company's platform, is comprised of an edge and cloud architecture and underlying network for cloud computing, security and content delivery services. Its cloud computing services include compute, storage, networking, database and container management services that are required to build, deploy and secure applications and workloads. Its security solutions are designed to keep infrastructure, websites, applications, application programming interfaces and users safe from a multitude of cyberattacks and online threats while improving performance. The Company's content delivery solutions consist of Web and mobile performance focused solutions and media delivery solutions. The Company also provides services and support for its customers as they utilize its solutions."
Textron Inc.,TXT,Industrials,Capital Goods,0.03,2885937,US8832031012,11.78,--,13.08,7.70,14.0,0.10,2.04,"14,202",0.07,10/24/2024,1.49,1.49,1.40,--,2885937,TXT.N,Textron Inc,Industrials,Capital Goods,Aerospace & Defense,14323349477.85,76.56,-0.84,-1.09,0.16,-10.57,-13.55,-10.79,-4.71,-4.71,401580.47,14.44,16.74,11.67,19.10,1.91,-0.05,0.00,0.08,23.61,0.10,2.37,12.29,6.56,"Textron Inc. is a multi-industry company that leverages its global network of aircraft, defense, industrial and finance businesses to provide customers with various solutions and services. The Company's segments include Textron Aviation, Bell, Textron Systems, Industrial, Textron eAviation, and Finance. Textron Aviation segment manufactures, sells and services Cessna and Beechcraft aircraft, and services the Hawker brand of business jets. Bell segment supplies military and commercial helicopters, tiltrotor aircraft, and related spare parts and services in the world. Textron Systems segment offers electronic systems and solutions, advanced marine craft, piston aircraft engines, and others. Industrial segment designs and manufactures a variety of products within the Kautex and Specialized Vehicles product lines. Textron eAviation segment includes Pipistrel, a manufacturer of light aircraft, along with other research and development initiatives related to sustainable aviation solutions."
"Evergy, Inc.",EVRG,Utilities,Utilities,0.03,BFMXGR0,US30034W1062,15.25,6.1,7.64,22.96,16.0,4.22,1.41,"14,148",0.04,11/07/2024,1.94,1.94,2.02,2.61,BFMXGR0,EVRG.OQ,Evergy Inc,Utilities,Utilities,Electric Utilities,14189529750.70,61.52,-0.29,-0.26,0.33,-4.81,0.24,18.65,23.32,23.32,706223.77,9.12,16.62,15.24,16.75,1.38,0.00,0.00,0.28,12.57,4.34,3.94,15.31,4.04,"Evergy, Inc. (Evergy) is a utility holding company. The Company operates primarily through its wholly owned subsidiaries, Evergy Kansas Central, Inc. (Evergy Kansas Central), Evergy Metro, Inc. (Evergy Metro), Evergy Missouri West, Inc. (Evergy Missouri West), and Evergy Transmission Company, LLC (Evergy Transmission Company). Evergy Kansas Central is an integrated, regulated electric utility that provides electricity to customers in the state of Kansas. Evergy Metro is an integrated, regulated electric utility that provides electricity to customers in the states of Missouri and Kansas. Evergy Missouri West is an integrated, regulated electric utility that provides electricity to customers in the state of Missouri. Evergy Transmission Company owns 13.5% of Transource Energy, LLC with the remaining 86.5% owned by AEP Transmission Holding Company, LLC. Its customers include residential, commercial, industrial, wholesale, transmission, and other."
Aptiv PLC,APTV,Consumer Discretionary,Automobiles & Components,0.03,BTDN8H1,JE00BTDN8H13,8.57,14.1,28.58,8.26,9.7,--,1.59,"14,125",0.08,10/31/2024,1.68,1.68,1.83,0.69,BTDN8H1,APTV.N,Aptiv PLC,Consumer Discretionary,Automobiles & Components,Automotive Parts & Equipment,14182056491.26,60.11,-0.38,0.07,1.08,8.25,-16.53,-14.64,-33.00,-33.00,1611588.03,15.06,6.71,8.60,18.01,1.39,-0.07,0.00,-0.29,41.64,NULL,6.36,8.54,6.99,"Aptiv PLC is a global technology company that develops connected solutions enabling a more sustainable future of mobility. The Company delivers end-to-end mobility solutions enabling its customers’ transition to more electrified, software-defined vehicles. The Company’s segments include Signal and Power Solutions and Advanced Safety and User Experience. The Signal and Power Solutions segment includes complete electrical architecture and component products. The Advanced Safety and User Experience segment includes vehicle technology and services in advanced safety, user experience and smart vehicle compute and software, as well as cloud-native software platforms, autonomous driving technologies and DevOps tools. It designs and manufactures vehicle components and provides electrical, electronic and active safety technology solutions to the global automotive and commercial vehicle markets. It operates manufacturing facilities and technical centers utilizing a regional service model."
"Skyworks Solutions, Inc.",SWKS,Information Technology,Semiconductors & Semiconductor Equipment,0.03,2961053,US83088M1027,15.73,15.1,9.60,18.85,16.4,3.10,2.23,"14,138",0.01,11/13/2024,1.52,1.52,1.55,1.09,2961053,SWKS.OQ,Skyworks Solutions Inc,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,14416846507.35,88.42,-1.92,-2.21,-1.96,1.75,-9.76,-15.82,-19.09,-19.09,1183844.10,11.37,23.93,15.70,8.00,2.35,-0.14,0.00,0.80,33.54,3.17,6.96,15.87,5.63,"Skyworks Solutions, Inc. provides wireless networking services. The Company’s analog and mixed-signal semiconductors are connecting people, places, and things, spanning a number of new applications within the aerospace, automotive, broadband, cellular infrastructure, connected home, defense, entertainment and gaming, industrial, medical, smartphone, tablet, and wearable markets. It operates engineering, manufacturing, sales, and service facilities throughout Asia, Europe, and North America. The Company offers a range of products, such as Amplifiers, Antenna Tuners, Attenuators, Automotive Tuners and Digital Radios, Circulators/Isolators, Wireless ASoC, Demodulators, Detectors, Digital Power Isolators, Diodes, Directional Couplers, Diversity Receive Modules, Hybrid, Low-Noise Amplifiers, Modulators, Phase Locked Loops, Phase Shifters, Receivers, Switches, and others. It operates engineering, manufacturing, sales, and service facilities throughout Asia, Europe, and North America."
"Healthpeak Properties, Inc.",DOC,Real Estate,Equity Real Estate Investment Trusts (REITs),0.03,BJBLRK3,US42250P1030,96.39,-9.9,4.68,20.15,52.3,6.01,1.63,"13,974",0.05,10/25/2024,0.07,0.07,0.12,--,BJBLRK3,DOC.N,Healthpeak Properties Inc,Real Estate,Equity Real Estate Investment Trusts (REITs),Health Care REITs,14044815018.32,19.98,-0.50,-1.38,-0.99,-9.14,-11.44,4.82,7.29,7.29,1727500.57,3.20,42.53,93.66,19.80,1.74,-0.26,0.00,7.25,20.41,6.01,1.61,95.82,0.21,"Healthpeak Properties, Inc. is a fully integrated real estate investment trust (REIT). The Company acquires, develops, owns, leases, and manages healthcare real estate across the United States. Its strategy is to invest in and manage real estate focused on healthcare discovery and delivery. It has a diversified portfolio of high-quality healthcare properties across three core asset classes of lab, outpatient medical, and continuing care retirement community (CCRC) real estate. The Company’s segments include Lab, Outpatient medical and CCRC. The lab segment properties contain laboratory and office space, are leased primarily to biotechnology, medical device and pharmaceutical companies, scientific research institutions, government agencies, and other organizations involved in the life science industry. The Outpatient Medical segment includes outpatient medical buildings and hospitals. Outpatient medical buildings typically contain physicians’ offices and examination rooms."
"J.B. Hunt Transport Services, Inc.",JBHT,Industrials,Transportation,0.03,2445416,US4456581077,23.94,7.6,18.74,7.96,30.1,1.01,4.29,"17,174",0.05,10/16/2024,1.39,1.39,1.49,3.98,2445416,JBHT.OQ,J B Hunt Transport Services Inc,Industrials,Transportation,Cargo Ground Transportation,17542703197.31,170.33,-0.98,-0.98,-0.12,-9.93,-0.94,6.97,-13.92,-13.92,271454.80,14.23,30.94,23.88,17.49,4.16,0.01,0.00,0.81,24.63,1.01,2.73,24.36,7.13,"J.B. Hunt Transport Services, Inc. is a surface transportation, delivery, and logistics company in North America. The Company, through its wholly owned subsidiaries, provides a range of transportation, brokerage, and delivery services to a diverse group of customers and consumers throughout the continental United States, Canada, and Mexico. It operates through five segments: Intermodal (JBI), Dedicated Contract Services (DCS), Integrated Capacity Solutions (ICS), Final Mile Services (FMS) and Truckload (JBT). JBI segment includes freight that is transported by rail over at least some portion of the movement and also includes certain repositioning truck freight moved by JBI equipment or third-party carriers. DCS segment focuses on private fleet conversion and creation of replenishment and specialized equipment. ICS segment provides non-asset and asset-light transportation solutions to customers through relationships with third-party carriers and integration with Company-owned equipment."
